mes,nom_usina,cod_razaorestricao,curtailment_mwh,generation_mwh,pct_curtailment,last_instante
2025-01,CONJ. NOVO HORIZONTE,ENE,2856.8435,8395.4845,0.340283339,1/26/2025 16:30
2025-01,CONJ. NOVO HORIZONTE,NAN,0,52864.8865,0,1/31/2025 23:30
2025-01,CONJ. NOVO HORIZONTE,REL,10268.33,11915.587,0.861756118,1/31/2025 22:30
2025-01,CONJ. OESTE SERIDÓ,ENE,2411.025,8203.65,0.293896619,1/26/2025 15:00
2025-01,CONJ. OESTE SERIDÓ,NAN,0,52930.4155,0,1/31/2025 23:30
2025-01,CONJ. OESTE SERIDÓ,REL,1186.1945,3245.7045,0.365465957,1/31/2025 21:30
2025-01,CONJ. OITIS,ENE,1884.3045,9646.1405,0.195342842,1/26/2025 16:30
2025-01,CONJ. OITIS,NAN,0,51544.3255,0,1/31/2025 23:30
2025-01,CONJ. OITIS,REL,606.637,751.3995,0.807342832,1/31/2025 21:30
2025-01,CONJ. OLHO D'ÁGUA,CNF,785.244,3202.146,0.245224296,1/31/2025 20:00
2025-01,CONJ. OLHO D'ÁGUA,ENE,1448.633,2811.117,0.515322913,1/26/2025 14:00
2025-01,CONJ. OLHO D'ÁGUA,NAN,0,13321.869,0,1/31/2025 23:30
2025-01,CONJ. OLHO D'ÁGUA,REL,363.5275,1082.06,0.335958727,1/31/2025 16:00
2025-01,CONJ. OUROLÂNDIA II,CNF,298.021,2923.4275,0.101942326,1/30/2025 10:00
2025-01,CONJ. OUROLÂNDIA II,ENE,3496.65,14210.257,0.246065219,1/26/2025 16:30
2025-01,CONJ. OUROLÂNDIA II,NAN,0,102169.714,0,1/31/2025 23:30
2025-01,CONJ. OUROLÂNDIA II,REL,2065.379,4610.8015,0.447943595,1/31/2025 17:30
2025-01,CONJ. PAPAGAIOS,ENE,1763.444,3343.602,0.527408465,1/26/2025 16:30
2025-01,CONJ. PAPAGAIOS,NAN,0,9670.019,0,1/31/2025 23:30
2025-01,CONJ. PAPAGAIOS,REL,1808.589,1946.1905,0.929297004,1/31/2025 22:30
